RECORD_DATE,COUNTRY,CURRENCY,CURRENCY_DETAIL,RATE,YEAR,MONTH,DAY
3/31/19,TONGA,PA'ANGA,TONGA-PA'ANGA,2.167,2019,3,31
6/30/19,TONGA,PA'ANGA,TONGA-PA'ANGA,2.177,2019,6,30
6/30/18,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.65,2018,6,30
12/31/18,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.77,2019,12,31
9/30/18,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.65,2018,9,30
3/31/18,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.719,2018,3,31
9/30/19,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.711,2019,9,30
3/31/19,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.719,2019,3,31
6/30/19,TRINIDAD & TOBAGO,DOLLAR,TRINIDAD & TOBAGO-DOLLAR,6.711,2019,6,30
6/30/18,TUNISIA,DINAR,TUNISIA-DINAR,2.612,2018,6,30
12/31/18,TUNISIA,DINAR,TUNISIA-DINAR,3.009,2019,12,31
9/30/18,TUNISIA,DINAR,TUNISIA-DINAR,2.81,2018,9,30
3/31/18,TUNISIA,DINAR,TUNISIA-DINAR,2.393,2018,3,31
9/30/19,TUNISIA,DINAR,TUNISIA-DINAR,2.857,2019,9,30
3/31/19,TUNISIA,DINAR,TUNISIA-DINAR,3.01,2019,3,31
6/30/19,TUNISIA,DINAR,TUNISIA-DINAR,2.883,2019,6,30
6/30/18,TURKEY,LIRA,TURKEY-LIRA,4.571,2018,6,30
12/31/18,TURKEY,LIRA,TURKEY-LIRA,5.283,2019,12,31
9/30/18,TURKEY,LIRA,TURKEY-LIRA,6.014,2018,9,30
3/31/18,TURKEY,LIRA,TURKEY-LIRA,3.942,2018,3,31
9/30/19,TURKEY,New LIRA,TURKEY-New LIRA,5.647,2019,9,30
3/31/19,TURKEY,LIRA,TURKEY-LIRA,5.283,2019,3,31
6/30/19,TURKEY,LIRA,TURKEY-LIRA,5.755,2019,6,30
6/30/18,TURKMENISTAN,MANAT,TURKMENISTAN-MANAT,3.491,2018,6,30
12/31/18,TURKMENISTAN,NEW MANAT,TURKMENISTAN-NEW MANAT,3.491,2019,12,31
12/31/18,TURKMENISTAN,MANAT,TURKMENISTAN-MANAT,3.491,2019,12,31
9/30/18,TURKMENISTAN,MANAT,TURKMENISTAN-MANAT,3.491,2018,9,30
3/31/18,TURKMENISTAN,MANAT,TURKMENISTAN-MANAT,3.491,2018,3,31
9/30/19,TURKMENISTAN,NEW MANAT,TURKMENISTAN-NEW MANAT,3.491,2019,9,30
3/31/19,TURKMENISTAN,NEW MANAT,TURKMENISTAN-NEW MANAT,3.491,2019,3,31
6/30/19,TURKMENISTAN,NEW MANAT,TURKMENISTAN-NEW MANAT,3.491,2019,6,30
12/31/19,Taiwan,Dollar,Taiwan-Dollar,29.942,2020,12,31
9/30/20,Taiwan,Dollar,Taiwan-Dollar,28.963,2020,9,30
12/31/20,Taiwan,Dollar,Taiwan-Dollar,28.074,2021,12,31
3/31/20,Taiwan,Dollar,Taiwan-Dollar,30.278,2020,3,31
6/30/20,Taiwan,Dollar,Taiwan-Dollar,29.453,2020,6,30
12/31/19,Tajikistan,Somoni,Tajikistan-Somoni,9.65,2020,12,31
9/30/20,Tajikistan,Somoni,Tajikistan-Somoni,10.3,2020,9,30
12/31/20,Tajikistan,Somoni,Tajikistan-Somoni,11.325,2021,12,31
3/31/20,Tajikistan,Somoni,Tajikistan-Somoni,9.7,2020,3,31
6/30/20,Tajikistan,Somoni,Tajikistan-Somoni,10.25,2020,6,30
12/31/19,Tanzania,Shilling,Tanzania-Shilling,2293,2020,12,31
9/30/20,Tanzania,Shilling,Tanzania-Shilling,2315,2020,9,30
12/31/20,Tanzania,Shilling,Tanzania-Shilling,2314,2021,12,31
3/31/20,Tanzania,Shilling,Tanzania-Shilling,2308,2020,3,31
6/30/20,Tanzania,Shilling,Tanzania-Shilling,2309,2020,6,30
12/31/19,Thailand,Baht,Thailand-Baht,29.77,2020,12,31
9/30/20,Thailand,Baht,Thailand-Baht,31.67,2020,9,30
12/31/20,Thailand,Baht,Thailand-Baht,29.92,2021,12,31
3/31/20,Thailand,Baht,Thailand-Baht,32.78,2020,3,31
6/30/20,Thailand,Baht,Thailand-Baht,30.91,2020,6,30
12/31/19,Timor,Leste-Dili,Timor-Leste-Dili,1,2020,12,31
9/30/20,Timor,Leste-Dili,Timor-Leste-Dili,1,2020,9,30
12/31/20,Timor,Leste-Dili,Timor-Leste-Dili,1,2021,12,31
3/31/20,Timor,Leste-Dili,Timor-Leste-Dili,1,2020,3,31
6/30/20,Timor,Leste-Dili,Timor-Leste-Dili,1,2020,6,30
12/31/19,Togo,CFA Franc,Togo-CFA Franc,582,2020,12,31
9/30/20,Togo,CFA Franc,Togo-CFA Franc,556,2020,9,30
12/31/20,Togo,CFA Franc,Togo-CFA Franc,529,2021,12,31
3/31/20,Togo,CFA Franc,Togo-CFA Franc,589,2020,3,31
6/30/20,Togo,CFA Franc,Togo-CFA Franc,593.02,2020,6,30
12/31/19,Tonga,Pa'anga,Tonga-Pa'anga,2.209,2020,12,31
9/30/20,Tonga,Pa'anga,Tonga-Pa'anga,2.232,2020,9,30
12/31/20,Tonga,Pa'anga,Tonga-Pa'anga,2.198,2021,12,31
3/31/20,Tonga,Pa'anga,Tonga-Pa'anga,2.262,2020,3,31
6/30/20,Tonga,Pa'anga,Tonga-Pa'anga,2.217,2020,6,30
12/31/19,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.697,2020,12,31
9/30/20,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.76,2020,9,30
12/31/20,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.698,2021,12,31
3/31/20,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.687,2020,3,31
6/30/20,Trinidad & Tobago,Dollar,Trinidad & Tobago-Dollar,6.672,2020,6,30
12/31/19,Tunisia,Dinar,Tunisia-Dinar,2.772,2020,12,31
9/30/20,Tunisia,Dinar,Tunisia-Dinar,2.751,2020,9,30
12/31/20,Tunisia,Dinar,Tunisia-Dinar,2.683,2021,12,31
3/31/20,Tunisia,Dinar,Tunisia-Dinar,2.881,2020,3,31
6/30/20,Tunisia,Dinar,Tunisia-Dinar,2.87,2020,6,30
12/31/19,Turkey,New Lira,Turkey-New Lira,5.942,2020,12,31
9/30/20,Turkey,New Lira,Turkey-New Lira,7.768,2020,9,30
12/31/20,Turkey,New Lira,Turkey-New Lira,7.424,2021,12,31
3/31/20,Turkey,New Lira,Turkey-New Lira,6.568,2020,3,31
6/30/20,Turkey,New Lira,Turkey-New Lira,6.855,2020,6,30
12/31/19,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2020,12,31
9/30/20,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2020,9,30
12/31/20,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2021,12,31
3/31/20,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2020,3,31
6/30/20,Turkmenistan,New Manat,Turkmenistan-New Manat,3.491,2020,6,30
6/30/18,UGANDA,SHILLING,UGANDA-SHILLING,3875,2018,6,30
12/31/18,UGANDA,SHILLING,UGANDA-SHILLING,3705,2019,12,31
9/30/18,UGANDA,SHILLING,UGANDA-SHILLING,3820,2018,9,30
3/31/18,UGANDA,SHILLING,UGANDA-SHILLING,3688,2018,3,31
9/30/19,UGANDA,SHILLING,UGANDA-SHILLING,3678,2019,9,30
3/31/19,UGANDA,SHILLING,UGANDA-SHILLING,3710,2019,3,31
6/30/19,UGANDA,SHILLING,UGANDA-SHILLING,3690,2019,6,30
6/30/18,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,26.29,2018,6,30
12/31/18,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,27.7,2019,12,31
9/30/18,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,28.25,2018,9,30
3/31/18,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,26.25,2018,3,31
9/30/19,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,24.31,2019,9,30
3/31/19,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,27.235,2019,3,31
6/30/19,UKRAINE,HRYVNIA,UKRAINE-HRYVNIA,26.145,2019,6,30
6/30/18,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2018,6,30
12/31/18,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2019,12,31
9/30/18,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2018,9,30
3/31/18,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2018,3,31
9/30/19,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2019,9,30
3/31/19,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2019,3,31
6/30/19,UNITED ARAB EMIRATES,DIRHAM,UNITED ARAB EMIRATES-DIRHAM,3.673,2019,6,30
6/30/18,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.76,2018,6,30
12/31/18,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.781,2019,12,31
9/30/18,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.767,2018,9,30
3/31/18,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.712,2018,3,31
9/30/19,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.812,2019,9,30
3/31/19,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.764,2019,3,31
6/30/19,UNITED KINGDOM,POUND STERLING,UNITED KINGDOM-POUND STERLING,0.788,2019,6,30
6/30/18,URUGUAY,PESO,URUGUAY-PESO,31.37,2018,6,30
12/31/18,URUGUAY,PESO,URUGUAY-PESO,32.32,2019,12,31
9/30/18,URUGUAY,PESO,URUGUAY-PESO,32.93,2018,9,30
3/31/18,URUGUAY,PESO,URUGUAY-PESO,28.35,2018,3,31
9/30/19,URUGUAY,PESO,URUGUAY-PESO,36.84,2019,9,30
3/31/19,URUGUAY,PESO,URUGUAY-PESO,33.79,2019,3,31
6/30/19,URUGUAY,PESO,URUGUAY-PESO,35.21,2019,6,30
6/30/18,UZBEKISTAN,SOM,UZBEKISTAN-SOM,7840,2018,6,30
12/31/18,UZBEKISTAN,SOM,UZBEKISTAN-SOM,8310,2019,12,31
9/30/18,UZBEKISTAN,SOM,UZBEKISTAN-SOM,8160,2018,9,30
3/31/18,UZBEKISTAN,SOM,UZBEKISTAN-SOM,8100,2018,3,31
9/30/19,UZBEKISTAN,SOM,UZBEKISTAN-SOM,9400,2019,9,30
3/31/19,UZBEKISTAN,SOM,UZBEKISTAN-SOM,8370,2019,3,31
6/30/19,UZBEKISTAN,SOM,UZBEKISTAN-SOM,8540,2019,6,30
12/31/19,Uganda,Shilling,Uganda-Shilling,3660,2020,12,31
9/30/20,Uganda,Shilling,Uganda-Shilling,3710,2020,9,30
12/31/20,Uganda,Shilling,Uganda-Shilling,3649,2021,12,31
3/31/20,Uganda,Shilling,Uganda-Shilling,3785,2020,3,31
6/30/20,Uganda,Shilling,Uganda-Shilling,3725,2020,6,30
12/31/19,Ukraine,Hryvnia,Ukraine-Hryvnia,26.6,2020,12,31
9/30/20,Ukraine,Hryvnia,Ukraine-Hryvnia,28.297,2020,9,30
12/31/20,Ukraine,Hryvnia,Ukraine-Hryvnia,28.3,2021,12,31
3/31/20,Ukraine,Hryvnia,Ukraine-Hryvnia,27.659,2020,3,31
6/30/20,Ukraine,Hryvnia,Ukraine-Hryvnia,26.689,2020,6,30
12/31/19,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2020,12,31
9/30/20,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2020,9,30
12/31/20,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2021,12,31
3/31/20,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2020,3,31
6/30/20,United Arab Emirates,Dirham,United Arab Emirates-Dirham,3.673,2020,6,30
12/31/19,United Kingdom,Pound,United Kingdom-Pound,0.758,2020,12,31
9/30/20,United Kingdom,Pound,United Kingdom-Pound,0.78,2020,9,30
12/31/20,United Kingdom,Pound,United Kingdom-Pound,0.732,2021,12,31
3/31/20,United Kingdom,Pound,United Kingdom-Pound,0.81,2020,3,31
6/30/20,United Kingdom,Pound,United Kingdom-Pound,0.815,2020,6,30
12/31/19,Uruguay,Peso,Uruguay-Peso,43.41,2020,12,31
9/30/20,Uruguay,Peso,Uruguay-Peso,42.48,2020,9,30
12/31/20,Uruguay,Peso,Uruguay-Peso,42.14,2021,12,31
3/31/20,Uruguay,Peso,Uruguay-Peso,43.85,2020,3,31
6/30/20,Uruguay,Peso,Uruguay-Peso,42.06,2020,6,30
12/31/19,Uzbekistan,Som,Uzbekistan-Som,9500,2020,12,31
9/30/20,Uzbekistan,Som,Uzbekistan-Som,10310,2020,9,30
12/31/20,Uzbekistan,Som,Uzbekistan-Som,10471.92,2021,12,31
3/31/20,Uzbekistan,Som,Uzbekistan-Som,9530,2020,3,31
6/30/20,Uzbekistan,Som,Uzbekistan-Som,10160,2020,6,30
6/30/18,VANUATU,VATU,VANUATU-VATU,108.94,2018,6,30
12/31/18,VANUATU,VATU,VANUATU-VATU,111.69,2019,12,31
9/30/18,VANUATU,VATU,VANUATU-VATU,110.56,2018,9,30
3/31/18,VANUATU,VATU,VANUATU-VATU,105.38,2018,3,31
9/30/19,VANUATU,VATU,VANUATU-VATU,115.34,2019,9,30
3/31/19,VANUATU,VATU,VANUATU-VATU,111.73,2019,3,31
6/30/19,VANUATU,VATU,VANUATU-VATU,112.21,2019,6,30
6/30/18,VENEZUELA,BOLIVAR,VENEZUELA-BOLIVAR,96000,2018,6,30
12/31/18,VENEZUELA,BOLIVAR-FUERTE,VENEZUELA-BOLIVAR-FUERTE,248832,2019,12,31
12/31/18,VENEZUELA,BOLIVAR-SOBERANO,VENEZUELA-BOLIVAR-SOBERANO,563.98,2019,12,31
9/30/18,VENEZUELA,BOLIVAR-FUERTE,VENEZUELA-BOLIVAR-FUERTE,249354.5156,2018,9,30
3/31/18,VENEZUELA,BOLIVAR,VENEZUELA-BOLIVAR,49477.5,2018,3,31
9/30/19,VENEZUELA,BOLIVAR-FUERTE,VENEZUELA-BOLIVAR-FUERTE,248832,2019,9,30
9/30/19,VENEZUELA,BOLIVAR-SOBERANO,VENEZUELA-BOLIVAR-SOBERANO,21028.08,2019,9,30
3/31/19,VENEZUELA,BOLIVAR-FUERTE,VENEZUELA-BOLIVAR-FUERTE,248832,2019,3,31
3/31/19,VENEZUELA,BOLIVAR-SOBERANO,VENEZUELA-BOLIVAR-SOBERANO,3299.59,2019,3,31
6/30/19,VENEZUELA,BOLIVAR-FUERTE,VENEZUELA-BOLIVAR-FUERTE,248832,2019,6,30
6/30/19,VENEZUELA,BOLIVAR-SOBERANO,VENEZUELA-BOLIVAR-SOBERANO,6346.65,2019,6,30
6/30/18,VIETNAM,DONG,VIETNAM-DONG,22956,2018,6,30
12/31/18,VIETNAM,DONG,VIETNAM-DONG,23190,2019,12,31
9/30/18,VIETNAM,DONG,VIETNAM-DONG,23325,2018,9,30
3/31/18,VIETNAM,DONG,VIETNAM-DONG,22793,2018,3,31
9/30/19,VIETNAM,DONG,VIETNAM-DONG,23200,2019,9,30
3/31/19,VIETNAM,DONG,VIETNAM-DONG,23203,2019,3,31
6/30/19,VIETNAM,DONG,VIETNAM-DONG,23300,2019,6,30
12/31/19,Vanuatu,Vatu,Vanuatu-Vatu,112.8,2020,12,31
9/30/20,Vanuatu,Vatu,Vanuatu-Vatu,111.68,2020,9,30
3/31/20,Vanuatu,Vatu,Vanuatu-Vatu,120.87,2020,3,31
12/31/20,Vanuatu,Vatu,Vanuatu-Vatu,106.23,2021,12,31
6/30/20,Vanuatu,Vatu,Vanuatu-Vatu,114.41,2020,6,30
12/31/19,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,70675.74,2020,12,31
12/31/19,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832,2020,12,31
9/30/20,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,449592.758,2020,9,30
9/30/20,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832,2020,9,30
3/31/20,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,203257.51,2020,3,31
3/31/20,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832,2020,3,31
12/31/20,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,1496565.185,2021,12,31
12/31/20,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832,2021,12,31
6/30/20,Venezuela,Bolivar Soberano,Venezuela-Bolivar Soberano,258364.81,2020,6,30
6/30/20,Venezuela,Fuerte (OLD),Venezuela-Fuerte (OLD),248832,2020,6,30
12/31/19,Vietnam,Dong,Vietnam-Dong,23171,2020,12,31
9/30/20,Vietnam,Dong,Vietnam-Dong,23181,2020,9,30
3/31/20,Vietnam,Dong,Vietnam-Dong,23616,2020,3,31
12/31/20,Vietnam,Dong,Vietnam-Dong,23070,2021,12,31
6/30/20,Vietnam,Dong,Vietnam-Dong,23204,2020,6,30
6/30/18,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.495,2018,6,30
12/31/18,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.535,2019,12,31
9/30/18,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.524,2018,9,30
3/31/18,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.437,2018,3,31
9/30/19,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.543,2019,9,30
3/31/19,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.525,2019,3,31
6/30/19,WESTERN SAMOA,TALA,WESTERN SAMOA-TALA,2.541,2019,6,30
12/31/19,Western Samoa,Tala,Western Samoa-Tala,2.537,2020,12,31
9/30/20,Western Samoa,Tala,Western Samoa-Tala,2.545,2020,9,30
3/31/20,Western Samoa,Tala,Western Samoa-Tala,2.691,2020,3,31
12/31/20,Western Samoa,Tala,Western Samoa-Tala,2.444,2021,12,31
6/30/20,Western Samoa,Tala,Western Samoa-Tala,2.585,2020,6,30
6/30/18,YEMEN,RIAL,YEMEN-RIAL,455,2018,6,30
12/31/18,YEMEN,RIAL,YEMEN-RIAL,480,2019,12,31
9/30/18,YEMEN,RIAL,YEMEN-RIAL,455,2018,9,30
3/31/18,YEMEN,RIAL,YEMEN-RIAL,455,2018,3,31
9/30/19,YEMEN,RIAL,YEMEN-RIAL,480,2019,9,30
3/31/19,YEMEN,RIAL,YEMEN-RIAL,480,2019,3,31
6/30/19,YEMEN,RIAL,YEMEN-RIAL,480,2019,6,30
12/31/19,Yemen,Rial,Yemen-Rial,480,2020,12,31
9/30/20,Yemen,Rial,Yemen-Rial,480,2020,9,30
3/31/20,Yemen,Rial,Yemen-Rial,480,2020,3,31
12/31/20,Yemen,Rial,Yemen-Rial,480,2021,12,31
6/30/20,Yemen,Rial,Yemen-Rial,480,2020,6,30
6/30/18,ZAMBIA,KWACHA,ZAMBIA-KWACHA,5455,2018,6,30
6/30/18,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,9.93,2018,6,30
12/31/18,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,11.9,2019,12,31
9/30/18,ZAMBIA,KWACHA,ZAMBIA-KWACHA,5455,2018,9,30
9/30/18,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,12.23,2018,9,30
3/31/18,ZAMBIA,KWACHA,ZAMBIA-KWACHA,5455,2018,3,31
3/31/18,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,9.451,2018,3,31
9/30/19,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,13.115,2019,9,30
3/31/19,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,12.13,2019,3,31
6/30/19,ZAMBIA,NEW KWACHA,ZAMBIA-NEW KWACHA,12.81,2019,6,30
6/30/18,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1,2018,6,30
12/31/18,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1,2019,12,31
9/30/18,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1,2018,9,30
3/31/18,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1,2018,3,31
9/30/19,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,0,2019,9,30
9/30/19,ZIMBABWE,RTGS,ZIMBABWE-RTGS,14.67,2019,9,30
3/31/19,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1,2019,3,31
6/30/19,ZIMBABWE,DOLLAR,ZIMBABWE-DOLLAR,1,2019,6,30
6/30/19,ZIMBABWE,RTGS,ZIMBABWE-RTGS,6.382,2019,6,30
12/31/19,Zambia,New Kwacha,Zambia-New Kwacha,16.09,2020,12,31
9/30/20,Zambia,New Kwacha,Zambia-New Kwacha,20,2020,9,30
3/31/20,Zambia,New Kwacha,Zambia-New Kwacha,18.1,2020,3,31
12/31/20,Zambia,New Kwacha,Zambia-New Kwacha,21.14,2021,12,31
6/30/20,Zambia,New Kwacha,Zambia-New Kwacha,18.089,2020,6,30
12/31/19,Zimbabwe,RTGS,Zimbabwe-RTGS,16.28,2020,12,31
9/30/20,Zimbabwe,RTGS,Zimbabwe-RTGS,81.444,2020,9,30
3/31/20,Zimbabwe,RTGS,Zimbabwe-RTGS,25.155,2020,3,31
12/31/20,Zimbabwe,RTGS,Zimbabwe-RTGS,79.742,2021,12,31
6/30/20,Zimbabwe,RTGS,Zimbabwe-RTGS,64.788,2020,6,30
3/31/21,Afghanistan,Afghani,Afghanistan-Afghani,77.1,2021,3,31
3/31/23,Albania,Lek,Albania-Lek,103.77,2023,3,31
3/31/23,Algeria,Dinar,Algeria-Dinar,135.132,2023,3,31
3/31/23,Angola,Kwanza,Angola-Kwanza,503,2023,3,31
3/31/23,Antigua & Barbuda,E. Caribbean Dollar,Antigua & Barbuda-E. Caribbean Dollar,2.7,2023,3,31
3/31/23,Argentina,Peso,Argentina-Peso,215.5,2023,3,31
3/31/23,Armenia,Dram,Armenia-Dram,390,2023,3,31
3/31/23,Australia,Dollar,Australia-Dollar,1.494,2023,3,31
3/31/23,Azerbaijan,Manat,Azerbaijan-Manat,1.7,2023,3,31
3/31/23,Bahamas,Dollar,Bahamas-Dollar,1,2023,3,31
3/31/23,Bahrain,Dinar,Bahrain-Dinar,0.377,2023,3,31
3/31/23,Bangladesh,Taka,Bangladesh-Taka,105,2023,3,31
3/31/23,Barbados,Dollar,Barbados-Dollar,2.02,2023,3,31
3/31/23,Belarus,New Ruble,Belarus-New Ruble,2.518,2023,3,31
3/31/23,Belize,Dollar,Belize-Dollar,2,2023,3,31
3/31/23,Benin,CFA Franc,Benin-CFA Franc,600.45,2023,3,31
3/31/23,Bermuda,Dollar,Bermuda-Dollar,1,2023,3,31
3/31/23,Bolivia,Boliviano,Bolivia-Boliviano,6.85,2023,3,31
3/31/23,Bosnia,Marka,Bosnia-Marka,1.798,2023,3,31
3/31/23,Botswana,Pula,Botswana-Pula,13.004,2023,3,31
3/31/23,Brazil,Real,Brazil-Real,5.098,2023,3,31
3/31/23,Brunei,Dollar,Brunei-Dollar,1.33,2023,3,31
3/31/23,Bulgaria,Lev New,Bulgaria-Lev New,1.798,2023,3,31
3/31/23,Burkina Faso,CFA Franc,Burkina Faso-CFA Franc,600.45,2023,3,31
3/31/23,Burma,Kyat,Burma-Kyat,2100,2023,3,31
3/31/23,Burundi,Franc,Burundi-Franc,2061.25,2023,3,31
3/31/23,Cambodia,Riel,Cambodia-Riel,4051,2023,3,31
3/31/23,Cameroon,CFA Franc,Cameroon-CFA Franc,603.18,2023,3,31
3/31/23,Canada,Dollar,Canada-Dollar,1.355,2023,3,31
3/31/23,Cape Verde,Escudo,Cape Verde-Escudo,101.39,2023,3,31
3/31/23,Cayman Islands,Dollar,Cayman Islands-Dollar,0.82,2023,3,31
3/31/23,Central African Rep.,CFA Franc,Central African Rep.-CFA Franc,603.18,2023,3,31
3/31/23,Chad,CFA Franc,Chad-CFA Franc,603.18,2023,3,31
3/31/23,Chile,Peso,Chile-Peso,790.95,2023,3,31
3/31/23,China,Renminbi,China-Renminbi,6.875,2023,3,31
3/31/23,Colombia,Peso,Colombia-Peso,4637,2023,3,31
3/31/23,Comoros,Franc,Comoros-Franc,451.02,2023,3,31
3/31/23,Congo,CFA Franc,Congo-CFA Franc,20.7,2023,3,31
3/31/23,Costa Rica,Colon,Costa Rica-Colon,539.65,2023,3,31
3/31/23,Cote D'ivoire,CFA Franc,Cote D'ivoire-CFA Franc,600.45,2023,3,31
3/31/23,Cuba,Chavito,Cuba-Chavito,1,2023,3,31
3/31/23,Cuba,Peso,Cuba-Peso,24,2023,3,31
3/31/23,Czech Republic,Koruna,Czech Republic-Koruna,20.998,2023,3,31
3/31/23,Dem. Rep. of Congo,Congolese Franc,Dem. Rep. of Congo-Congolese Franc,2070,2023,3,31
3/31/23,Denmark,Krone,Denmark-Krone,6.85,2023,3,31
3/31/23,Djibouti,Franc,Djibouti-Franc,177,2023,3,31
3/31/23,Dominican Republic,Peso,Dominican Republic-Peso,54.76,2023,3,31
3/31/23,Ecuador,Dolares,Ecuador-Dolares,1,2023,3,31
3/31/23,Egypt,Pound,Egypt-Pound,30.75,2023,3,31
3/31/23,El Salvador,Dollar,El Salvador-Dollar,1,2023,3,31
3/31/23,Equatorial Guinea,CFA Franc,Equatorial Guinea-CFA Franc,603.18,2023,3,31
3/31/23,Eritrea,Nakfa,Eritrea-Nakfa,15,2023,3,31
3/31/23,Eswatini,Lilangeni,Eswatini-Lilangeni,17.6,2023,3,31
3/31/23,Ethiopia,Birr,Ethiopia-Birr,53.903,2023,3,31
3/31/23,Euro Zone,Euro,Euro Zone-Euro,0.92,2023,3,31
3/31/23,Fiji,Dollar,Fiji-Dollar,2.183,2023,3,31
3/31/23,Gabon,CFA Franc,Gabon-CFA Franc,603.18,2023,3,31
3/31/23,Gambia,Dalasi,Gambia-Dalasi,61,2023,3,31
3/31/23,Georgia,Lari,Georgia-Lari,2.52,2023,3,31
3/31/23,Ghana,Cedi,Ghana-Cedi,11.5,2023,3,31
3/31/23,Grenada,E.Caribbean Dollar,Grenada-E.Caribbean Dollar,2.7,2023,3,31
3/31/23,Guatemala,Quentzal,Guatemala-Quentzal,7.79,2023,3,31
3/31/23,Guinea,Franc,Guinea-Franc,8501,2023,3,31
3/31/23,Guinea Bissau,CFA Franc,Guinea Bissau-CFA Franc,600.45,2023,3,31
3/31/23,Guyana,Dollar,Guyana-Dollar,215,2023,3,31
3/31/23,Haiti,Gourde,Haiti-Gourde,153.35,2023,3,31
3/31/23,Honduras,Lempira,Honduras-Lempira,24.55,2023,3,31
3/31/23,Hong Kong,Dollar,Hong Kong-Dollar,7.85,2023,3,31
3/31/23,Hungary,Forint,Hungary-Forint,348.83,2023,3,31
3/31/23,Iceland,Krona,Iceland-Krona,136.05,2023,3,31
3/31/23,India,Rupee,India-Rupee,82.19,2023,3,31
