"userid","path_type","multi_user_label","single_user","multiple_user","total_events","completed_count","completed_cat","not_completed_count","event_count_cat","device_cat","ipad_event","iphone_event","ipod_event","max_stage_complete","pathways_complete_rank","pathways_reach_rank","pathways_count","alc_count","average_age_int","max_stage","first_week","second_week","third_week","distinct_weeks","distinct_days","avg_weekly_visit","avg_daily_hrs","weekly_visit_cat","max_days_into_trial","avg_days_from_trial","trial_day","max_stage_num","avg_level","avg_cluster","avg_step","pop_event_day","pop_title","pop_category","distinct_titles","title_count_cat","max_row","max_column","avg_row","avg_col","ctp"
7.46660481359015e+18,"alc, pathways","Multiple-user",0,1,112,90,"very_high",16,"very high","iPhone",0,112,0,"D",781,791,107,5,5,"D",1,0,0,1,4,56,4,"very high",5,1,1,4,4,1,6,"Monday   ","Let's Draw",,59,"very high",1,2,1,1,1
7.468196643498186e+18,"alc, pathways","Single-user",1,0,19,8,"low",11,"medium","iPad",19,0,0,"A",251,261,15,4,1,"A",1,0,0,1,1,19,0,"high",0,0,1,1,2,1,4,"Sunday   ","Letter Hunt",,12,"med",7,2,3,1,1
7.468962801422521e+18,"alc","Single-user",1,0,2,0,"low",2,"low","iPad",2,0,0,,,,0,2,6,,1,0,0,1,1,2,0,"low",0,0,10,,,,,"Tuesday  ","Chimpanzees and Jane Goodall","DTW",1,"low",7,2,7,2,1
7.469838117030424e+18,"alc, pathways","Single-user",1,0,7,6,"low",1,"low","iPhone",0,7,0,,,,1,6,4,,1,0,0,1,1,7,0,"low",0,0,13,,1,,1,"Friday   ","BBQ Bop","GAM",7,"low",10,12,7,4,1
7.470720383596362e+18,"alc, pathways","Multiple-user",0,1,67,58,"high",6,"high","iPhone",0,67,0,"E",421,421,60,7,6,"E",1,1,1,4,9,13,1,"medium",25,15,5,5,2,1,6,"Wednesday","Let's Draw",,53,"very high",16,21,3,9,1
7.471948746546726e+18,"pathways","Single-user",1,0,177,82,"very_high",88,"very high","iPhone",0,177,0,"B",571,581,177,0,2,"B",1,1,1,4,8,44,0,"very high",23,14,2,2,3,1,5,"Wednesday","Princess Skateboarder",,45,"very high",,,,,0
7.477987741459822e+18,"pathways","Single-user",1,0,18,17,"med",1,"medium","iPhone",0,18,0,"C",351,351,18,0,1,"C",1,0,0,1,1,18,0,"high",0,0,3,3,2,1,7,"Wednesday","What Comes Next?",,16,"med",,,,,0
7.480165317069189e+18,"alc, pathways","Single-user",1,0,17,9,"med",8,"medium","iPhone",0,17,0,"C",131,131,16,1,5,"C",1,0,0,1,1,17,1,"medium",0,0,14,3,1,1,2,"Saturday ","Memory Game: Friends",,4,"low",0,2,0,2,1
7.481095946097525e+18,"alc, pathways","Single-user",1,0,114,97,"very_high",16,"very high","iPhone",0,114,0,"C",991,991,112,2,4,"C",1,0,1,2,4,38,0,"very high",15,1,11,3,5,1,6,"Thursday ","Let's Draw",,67,"very high",2,2,2,1,1
7.483654897151278e+18,"pathways","Single-user",1,0,94,81,"very_high",12,"very high","iPad",94,0,0,"C",951,951,94,0,3,"C",1,1,1,3,6,31,0,"high",19,6,10,3,5,1,6,"Friday   ","Let's Draw",,54,"very high",,,,,1
7.484308748999941e+18,"alc","Single-user",1,0,35,23,"med",12,"medium","iPhone",0,35,0,,,,0,35,4,,1,0,0,1,1,35,0,"very high",0,0,14,,,,,"Saturday ","Diddle, Diddle, Dumpling","SON",16,"med",11,24,3,8,1
7.488812600941857e+18,"alc, pathways","Single-user",1,0,34,29,"med",5,"medium","iPad",34,0,0,"E",281,281,13,21,8,"E",1,0,0,1,1,34,1,"very high",0,0,11,5,2,1,4,"Wednesday","Bug Adventure",,27,"high",1,8,1,3,1
7.493590888843123e+18,"pathways","Multiple-user",0,1,63,45,"med",15,"high","iPad",63,0,0,"E",401,401,63,0,6,"E",1,1,0,2,5,21,0,"high",14,6,3,5,2,1,5,"Tuesday  ","Make the Letters: A,a",,38,"high",,,,,1
7.49689641074184e+18,"alc","Multiple-user",0,1,1,1,"low",0,"low","iPad",1,0,0,,,,0,1,5,,1,0,0,1,1,1,0,"low",0,0,1,,,,,"Sunday   ","Jim Along Josie","SON",1,"low",8,0,8,0,1
7.498152971816039e+18,"pathways","Single-user",1,0,20,14,"med",4,"medium","iPhone",0,20,0,"C",321,321,20,0,6,"C",1,0,0,1,2,10,7,"medium",6,0,7,3,2,1,6,"Saturday ","Letter Trees: A,a",,14,"med",,,,,1
7.500142227879565e+18,"alc, pathways","Multiple-user",0,1,10,8,"low",1,"low","iPhone",0,10,0,"D",251,251,9,1,8,"D",1,1,0,2,3,5,0,"low",10,7,9,4,2,1,2,"Wednesday","New Letters and Sounds",,9,"low",1,0,1,0,0
7.503016341625274e+18,"pathways","Single-user",1,0,5,3,"low",2,"low","iPhone",0,5,0,"E",131,211,5,0,9,"E",1,0,1,2,2,3,0,"low",19,4,3,5,1,1,2,"Tuesday  ","The Rooster and the Fox",,5,"low",,,,,0
7.503963948402168e+18,"alc, pathways","Multiple-user",0,1,55,31,"med",21,"high","iPhone",0,55,0,"A",421,441,50,5,3,"A",1,0,1,2,4,28,10,"high",21,3,6,1,3,1,4,"Friday   ","Let's Draw",,22,"high",1,3,1,2,1
7.512058814416665e+18,"alc, pathways","Single-user",1,0,136,90,"very_high",37,"very high","iPad",136,0,0,"C",341,341,93,43,2,"C",1,1,1,4,10,34,3,"very high",25,7,4,3,2,1,3,"Monday   ","What Comes Next?",,33,"high",6,3,2,1,0
7.512118557663845e+18,"pathways","Single-user",1,0,3,2,"low",1,"low","iPhone",0,3,0,"A",121,211,3,0,2,"A",1,0,0,1,1,3,0,"low",4,4,14,1,1,1,1,"Thursday ","Letter Hunt",,2,"low",,,,,0
7.519414000142005e+18,"alc","Single-user",1,0,10,5,"low",5,"low","iPod",0,0,10,,,,0,10,5,,1,0,1,2,3,3,0,"low",15,7,11,,,,,"Wednesday","Hush, Little Baby","SON",4,"low",9,13,6,5,0
7.520860207985366e+18,"alc, pathways","Single-user",1,0,45,33,"med",10,"high","iPhone",0,45,0,"D",431,431,44,1,6,"D",1,0,0,1,2,45,4,"very high",1,0,5,4,2,1,6,"Thursday ","Make the Letters: A,a",,31,"high",14,1,14,1,1
7.521632296462263e+18,"pathways","Multiple-user",0,1,17,13,"med",4,"medium","iPad",17,0,0,"E",361,371,17,0,5,"E",1,0,0,1,1,17,1,"medium",0,0,12,5,2,1,4,"Thursday ","Make the Letters: A,a",,12,"med",,,,,1
7.525804251164345e+18,"pathways","Single-user",1,0,9,5,"low",3,"low","iPhone",0,9,0,"A",241,251,9,0,3,"A",1,0,0,1,1,9,0,"medium",0,0,10,1,2,1,3,"Tuesday  ","Letter Hunt",,5,"low",,,,,1
7.5395992630146e+18,"alc, pathways","Multiple-user",0,1,61,21,"med",38,"high","iPhone",0,61,0,"C",111,121,17,44,4,"C",0,1,1,3,14,20,5,"high",28,20,6,3,1,1,2,"Monday   ","What Comes Next?",,33,"high",21,8,5,2,1
7.545858523491533e+18,"alc","Multiple-user",0,1,1,0,"low",1,"low","iPhone",0,1,0,,,,0,1,2,,0,0,1,1,1,1,0,"low",17,17,4,,,,,"Sunday   ","Meet the Letter Q","RAS",1,"low",5,1,5,1,1
7.551176978489297e+18,"alc, pathways","Multiple-user",0,1,119,78,"very_high",29,"very high","iPhone",0,119,0,"E",801,811,99,20,6,"E",1,1,1,4,11,30,5,"high",24,13,11,5,4,1,6,"Wednesday","Power Practice",,48,"very high",5,42,3,12,1
7.552156871974229e+18,"alc, pathways","Single-user",1,0,57,43,"med",8,"high","iPhone",0,57,0,"D",591,601,46,11,4,"D",1,1,1,3,6,19,1,"high",15,4,8,4,4,1,5,"Tuesday  ","Let's Draw",,32,"high",3,5,1,3,1
7.557420582492985e+18,"alc, pathways","Single-user",1,0,173,133,"very_high",38,"very high","iPad",173,0,0,"C",731,741,172,1,4,"C",1,0,0,1,4,87,7,"very high",7,2,12,3,4,1,6,"Friday   ","What Comes Next?",,43,"high",0,2,0,2,1
7.558073670176362e+18,"pathways","Multiple-user",0,1,24,19,"med",4,"medium","iPhone",0,24,0,"E",341,361,24,0,1,"E",1,0,0,1,2,12,0,"medium",5,4,12,5,2,1,3,"Wednesday","Letters and Sounds",,16,"med",,,,,0
7.56264704708709e+18,"alc, pathways","Single-user",1,0,178,138,"very_high",34,"very high","iPhone",0,178,0,"C",751,761,150,28,2,"C",1,1,1,4,10,36,4,"very high",30,16,3,3,4,1,7,"Wednesday","Sid The Science Kid: Reused Robot",,71,"very high",2,11,1,6,1
7.564855892309901e+18,"pathways","Single-user",1,0,3,2,"low",0,"low","iPhone",0,3,0,"E",111,121,3,0,6,"E",1,0,0,1,1,3,1,"low",0,0,4,5,1,1,1,"Wednesday","Letters and Sounds",,2,"low",,,,,1
7.572379541333831e+18,"alc, pathways","Single-user",1,0,11,4,"low",7,"low","iPhone",0,11,0,,,,1,10,5,,1,0,0,1,2,11,8,"medium",1,0,7,,1,,1,"Sunday   ","Old Pond","RAS",10,"med",6,15,2,5,0
7.580065552793818e+18,"pathways","Multiple-user",0,1,30,24,"med",4,"medium","iPhone",0,30,0,"D",331,341,30,0,5,"D",1,1,0,2,4,10,7,"medium",13,8,5,4,2,1,5,"Saturday ","Make the Letters: A,a",,22,"high",,,,,0
7.584807116747332e+18,"pathways","Multiple-user",0,1,33,24,"med",7,"medium","iPhone",0,33,0,"E",331,341,33,0,4,"E",1,0,1,2,2,17,1,"medium",19,7,9,5,2,1,4,"Monday   ","Power Practice",,23,"high",,,,,1
7.58735740609663e+18,"alc, pathways","Single-user",1,0,241,128,"very_high",112,"very high","iPad",241,0,0,"E",401,411,58,183,7,"E",1,1,1,4,13,48,2,"very high",25,15,14,5,2,1,6,"Saturday ","Jenny Jenkins",,118,"very high",22,58,4,6,1
7.588417274247492e+18,"alc, pathways","Multiple-user",0,1,68,55,"high",13,"high","iPhone",0,68,0,"E",501,501,62,6,6,"E",1,1,0,2,6,23,2,"high",12,7,7,5,3,1,4,"Thursday ","Let's Draw",,39,"high",2,3,2,2,0
7.590790495432131e+18,"alc, pathways","Multiple-user",0,1,267,193,"very_high",65,"very high","iPad",267,0,0,"E",621,631,148,119,4,"E",1,1,1,4,17,53,0,"very high",26,10,5,5,3,1,4,"Friday   ","Dinostory: Pterodactyl",,125,"very high",18,23,5,5,1
7.59446480518194e+18,"pathways","Multiple-user",0,1,14,11,"med",3,"medium","iPhone",0,14,0,"D",311,321,14,0,,"D",1,0,0,1,1,14,0,"medium",0,0,8,4,2,1,4,"Sunday   ","Make the Letters: A,a",,11,"med",,,,,0
7.594900702749027e+18,"pathways","Single-user",1,0,51,35,"med",11,"high","iPhone",0,51,0,"B",541,551,51,0,4,"B",1,1,0,3,4,17,1,"medium",22,7,7,2,3,1,4,"Saturday ","Let's Draw",,23,"high",,,,,1
7.597403999263364e+18,"alc, pathways","Single-user",1,0,109,59,"high",46,"very high","iPhone",0,109,0,"B",401,421,105,4,4,"B",1,1,0,3,6,36,0,"very high",22,7,3,2,2,1,5,"Friday   ","Power Word: Cake",,27,"high",3,0,3,0,1
7.597976413780114e+18,"alc","Single-user",1,0,2,2,"low",0,"low","iPhone",0,2,0,,,,0,2,1,,1,0,0,1,1,2,0,"low",0,0,11,,,,,"Wednesday","Camp Adventure","RAS",1,"low",5,1,2,0,0
7.599909887198387e+18,"alc, pathways","Multiple-user",0,1,47,37,"med",8,"high","iPhone",0,47,0,"D",521,521,38,9,5,"D",1,0,0,1,1,47,0,"very high",0,0,14,4,3,1,4,"Saturday ","Friendship Fun",,23,"high",3,3,3,3,1
7.606905307805154e+18,"pathways","Multiple-user",0,1,95,63,"very_high",26,"very high","iPhone",0,95,0,"C",731,741,95,0,5,"C",1,1,1,3,5,48,3,"very high",18,3,9,3,3,1,5,"Monday   ","Memory Game: Pets",,38,"high",,,,,1
7.607421280923109e+18,"alc, pathways","Multiple-user",0,1,144,106,"very_high",31,"very high","iPad",144,0,0,"D",861,871,126,18,5,"D",1,1,1,3,6,36,0,"very high",19,7,14,4,4,1,5,"Friday   ","Let's Draw",,43,"high",9,6,5,2,1
7.607508532664216e+18,"alc","Single-user",1,0,7,4,"low",3,"low","iPhone",0,7,0,,,,0,7,5,,1,0,0,1,1,7,0,"low",0,0,8,,,,,"Sunday   ","Pirate Adventure","GAM",7,"low",8,1,4,0,0
7.609771020520944e+18,"pathways","Multiple-user",0,1,32,22,"med",10,"medium","iPhone",0,32,0,"C",321,331,32,0,4,"C",1,0,0,1,1,32,0,"high",0,0,9,3,2,1,4,"Tuesday  ","Let's Draw",,17,"med",,,,,1
7.610405579474998e+18,"pathways","Single-user",1,0,55,41,"med",6,"high","iPad",55,0,0,"C",331,331,55,0,3,"C",1,0,0,1,5,55,1,"very high",5,3,9,3,2,1,4,"Thursday ","What Comes Next?",,14,"med",,,,,1
7.613292121419931e+18,"alc, pathways","Single-user",1,0,129,36,"med",92,"very high","iPhone",0,129,0,"B",281,311,49,80,3,"B",1,1,0,2,8,43,3,"very high",14,9,13,2,2,1,5,"Tuesday  ","Dog Stars",,28,"high",22,14,7,5,1
7.614638426471393e+18,"alc, pathways","Single-user",1,0,117,102,"very_high",10,"very high","iPad",117,0,0,"E",871,871,103,14,6,"E",1,0,0,2,8,39,1,"very high",31,10,2,5,5,1,7,"Monday   ","Let's Draw",,72,"very high",2,10,1,3,1
7.62171540164191e+18,"pathways","Single-user",1,0,7,6,"low",0,"low","iPhone",0,7,0,"D",231,241,7,0,4,"D",1,0,0,1,1,7,0,"low",0,0,1,4,2,1,2,"Sunday   ","Make the Letters: A,a",,7,"low",,,,,0
7.62372906033909e+18,"pathways","Single-user",1,0,18,13,"med",5,"medium","iPad",18,0,0,"D",331,341,18,0,4,"D",1,0,0,2,2,9,0,"medium",22,1,7,4,2,1,4,"Saturday ","What's That Sound?",,12,"med",,,,,0
7.627885154596131e+18,"alc, pathways","Multiple-user",0,1,10,7,"low",3,"low","iPhone",0,10,0,"A",261,311,9,1,3,"A",1,0,0,1,1,10,0,"medium",0,0,8,1,2,1,3,"Sunday   ","Letter Hunt",,7,"low",1,0,1,0,0
7.635818274185859e+18,"alc, pathways","Single-user",1,0,30,22,"med",5,"medium","iPhone",0,30,0,"E",381,391,27,3,5,"E",1,0,0,1,2,30,4,"high",1,1,5,5,2,1,5,"Friday   ","Speed Read",,24,"high",3,3,2,1,0
7.637311444751071e+18,"pathways","Single-user",1,0,11,7,"low",2,"low","iPhone",0,11,0,"A",261,261,11,0,1,"A",1,0,0,1,2,6,0,"low",7,3,13,1,2,1,3,"Friday   ","Letter Hunt",,6,"low",,,,,1
7.639306651578425e+18,"pathways","Single-user",1,0,21,19,"med",2,"medium","iPhone",0,21,0,"D",411,411,21,0,6,"D",1,0,0,1,1,21,0,"high",0,0,9,4,2,1,4,"Monday   ","Make the Letters: A,a",,16,"med",,,,,0
7.645018511326756e+18,"alc, pathways","Multiple-user",0,1,319,265,"very_high",50,"very high","iPhone",0,319,0,"D",1141,1151,107,212,6,"D",1,1,0,3,14,64,2,"very high",27,9,11,4,6,1,5,"Wednesday","Let's Draw","GAM",199,"very high",18,25,5,5,1
7.648572531379527e+18,"alc, pathways","Multiple-user",0,1,252,170,"very_high",76,"very high","iPad",252,0,0,"E",1061,1061,224,28,8,"E",1,1,1,4,19,50,2,"very high",31,11,1,5,4,1,7,"Thursday ","What's That Sound?",,128,"very high",7,15,1,2,1
7.64936217441839e+18,"alc, pathways","Multiple-user",0,1,13,11,"med",0,"low","iPhone",0,13,0,"D",221,231,7,6,5,"D",1,0,0,1,3,7,0,"low",2,1,7,4,2,1,2,"Monday   ","Let's Draw",,11,"med",5,3,3,1,1
7.655369243016767e+18,"alc, pathways","Multiple-user",0,1,60,51,"high",8,"high","iPad",60,0,0,"C",601,601,49,11,4,"C",1,0,0,1,2,60,0,"very high",1,0,9,3,3,1,6,"Monday   ","Let's Draw",,43,"high",9,10,3,4,0
7.659819398808695e+18,"alc, pathways","Multiple-user",0,1,87,52,"high",29,"high","iPhone",0,87,0,"E",571,581,66,21,5,"E",1,1,1,4,8,22,0,"high",22,9,9,5,3,1,5,"Sunday   ","Read and Spell",,41,"high",15,6,7,2,1
7.664701670525875e+18,"pathways","Multiple-user",0,1,2,1,"low",1,"low","iPad",2,0,0,"E",111,121,2,0,,"E",1,0,0,1,1,2,2,"low",0,0,6,5,1,1,2,"Friday   ","More Letters and Sounds",,2,"low",,,,,0
7.671382204905112e+18,"alc, pathways","Single-user",1,0,190,154,"very_high",26,"very high","iPad",190,0,0,"C",941,951,166,24,4,"C",1,1,1,4,7,48,5,"very high",26,6,13,3,6,1,6,"Sunday   ","Let's Draw",,59,"very high",5,4,3,1,1
7.671489019555445e+18,"alc, pathways","Single-user",1,0,14,8,"low",5,"medium","iPad",14,0,0,"A",221,231,13,1,0,"A",1,0,0,1,2,14,0,"medium",1,1,3,1,1,1,2,"Wednesday","Letter Hunt",,5,"low",1,0,1,0,1
7.671519292859517e+18,"alc, pathways","Single-user",1,0,150,111,"very_high",39,"very high","iPad",150,0,0,"D",331,351,31,119,4,"D",1,1,0,2,6,75,6,"very high",10,4,9,4,2,1,4,"Tuesday  ","Angelina: Our Favorite Time of Year is Spring","GAM",72,"very high",7,24,1,8,0
7.674853066116357e+18,"alc, pathways","Single-user",1,0,59,49,"med",10,"high","iPhone",0,59,0,"D",761,761,58,1,6,"D",1,0,0,1,3,59,0,"very high",3,2,11,4,4,1,4,"Saturday ","Letter Hunt",,27,"high",2,3,2,3,1
7.678622349053457e+18,"pathways","Single-user",1,0,35,23,"med",10,"medium","iPhone",0,35,0,"B",511,521,35,0,3,"B",1,0,1,2,3,12,0,"medium",21,4,8,2,3,1,4,"Sunday   ","What Comes Next?",,22,"high",,,,,1
7.68447532088251e+18,"pathways","Single-user",1,0,32,28,"med",2,"medium","iPhone",0,32,0,"C",211,211,32,0,3,"C",1,1,0,2,3,16,0,"medium",10,7,10,3,1,1,1,"Tuesday  ","Letter Trees: A,a",,4,"low",,,,,1
7.688043184802802e+18,"alc, pathways","Multiple-user",0,1,194,101,"very_high",33,"very high","iPhone",0,194,0,"A",351,361,123,71,1,"A",1,1,1,4,24,39,9,"very high",31,18,3,1,3,1,4,"Monday   ","Twinkle Twinkle Little Star",,51,"very high",24,32,4,5,1
7.688106366188049e+18,"alc, pathways","Single-user",1,0,225,97,"very_high",122,"very high","iPhone",0,225,0,"B",281,291,83,142,2,"B",1,1,1,3,13,56,6,"very high",18,9,1,2,2,1,3,"Wednesday","Harold's Fairy Tale",,75,"very high",22,12,5,2,1
7.688771556669078e+18,"alc, pathways","Single-user",1,0,15,12,"med",2,"medium","iPhone",0,15,0,"D",271,281,11,4,4,"D",1,0,0,1,2,15,0,"medium",1,0,3,4,2,1,4,"Tuesday  ","Memory Game: Zoo",,15,"med",2,3,1,2,1
7.691316047293065e+18,"alc, pathways","Multiple-user",0,1,205,126,"very_high",63,"very high","iPhone",0,205,0,"C",1021,1031,201,4,3,"C",1,1,1,4,12,51,3,"very high",23,5,4,3,6,1,7,"Friday   ","Let's Draw",,95,"very high",1,4,1,3,0
7.697264834033803e+18,"alc, pathways","Single-user",1,0,4,3,"low",0,"low","iPhone",0,4,0,"B",121,211,3,1,3,"B",1,0,0,1,1,4,0,"low",1,1,10,2,1,1,1,"Thursday ","Letter Hunt",,3,"low",2,0,2,0,1
7.699775577592791e+18,"alc, pathways","Single-user",1,0,152,102,"very_high",49,"very high","iPad",152,0,0,"C",451,461,111,41,2,"C",1,1,0,3,6,38,1,"very high",31,7,3,3,2,1,6,"Wednesday","Make the Letters: A,a",,64,"very high",6,18,2,5,1
7.705795400237636e+18,"alc, pathways","Single-user",1,0,179,140,"very_high",35,"very high","iPhone",0,179,0,"B",951,961,119,60,4,"B",1,1,1,3,11,45,4,"very high",20,8,5,2,5,1,6,"Friday   ","Fishing for the Moon",,109,"very high",18,12,6,1,1
7.707336483483987e+18,"pathways","Single-user",1,0,22,17,"med",4,"medium","iPhone",0,22,0,"C",331,331,22,0,3,"C",1,0,1,2,2,11,0,"medium",15,4,8,3,2,1,6,"Sunday   ","Make the Letters: A,a",,14,"med",,,,,1
7.70919249357535e+18,"alc, pathways","Single-user",1,0,188,154,"very_high",29,"very high","iPhone",0,188,0,"B",961,961,162,26,4,"B",1,0,0,1,2,94,6,"very high",3,0,14,2,4,2,4,"Sunday   ","Let's Draw",,111,"very high",7,17,2,6,0
7.709869724400257e+18,"alc, pathways","Single-user",1,0,7,2,"low",5,"low","iPhone",0,7,0,"E",111,121,3,4,6,"E",1,0,0,1,3,4,0,"low",4,2,6,5,1,1,1,"Tuesday  ","Letters and Sounds",,6,"low",3,5,2,3,0
7.711764406811436e+18,"alc, pathways","Single-user",1,0,2,1,"low",1,"low","iPhone",0,2,0,"D",111,111,1,1,6,"D",1,0,0,1,1,2,0,"low",0,0,3,4,1,1,1,"Tuesday  ","The Crab with the Magic Eyes: Part 1",,2,"low",4,0,4,0,1
7.712539004803964e+18,"pathways","Single-user",1,0,10,8,"low",1,"low","iPhone",0,10,0,"D",261,271,10,0,4,"D",1,0,0,1,1,10,0,"medium",0,0,6,4,2,1,3,"Friday   ","Sight Word Book: And",,10,"med",,,,,1
7.713349975614148e+18,"pathways","Single-user",1,0,22,5,"low",15,"medium","iPhone",0,22,0,"C",321,321,22,0,,"C",1,1,1,4,4,6,0,"low",23,3,11,3,2,1,5,"Wednesday","Memory Game: Zoo",,9,"low",,,,,1
7.715445253601645e+18,"pathways","Single-user",1,0,4,3,"low",0,"low","iPhone",0,4,0,"D",131,211,4,0,5,"D",1,0,0,1,1,4,0,"low",0,0,8,4,1,1,2,"Sunday   ","First Sound, Middle Sound",,4,"low",,,,,0
7.715832110327967e+18,"pathways","Single-user",1,0,10,2,"low",1,"low","iPhone",0,10,0,"A",121,211,10,0,3,"A",1,0,1,2,3,5,0,"low",19,4,2,1,2,1,1,"Monday   ","What Is a Reptile?",,3,"low",,,,,1
7.7162650159704e+18,"pathways","Single-user",1,0,3,2,"low",0,"low","iPhone",0,3,0,"A",121,211,3,0,2,"A",1,0,0,1,1,3,0,"low",0,0,8,1,1,1,1,"Sunday   ","Letter Hunt",,2,"low",,,,,0
7.721633147341712e+18,"alc, pathways","Single-user",1,0,109,45,"med",61,"very high","iPad",109,0,0,"E",291,311,58,51,4,"E",1,1,1,3,7,27,2,"high",21,7,7,5,2,1,3,"Saturday ","First Sound, Middle Sound",,50,"very high",17,21,5,6,1
7.746273921893476e+18,"alc, pathways","Single-user",1,0,10,9,"med",0,"low","iPhone",0,10,0,"C",221,231,6,4,5,"C",1,0,1,2,2,5,0,"low",20,8,8,3,2,1,2,"Sunday   ","Memory Game: Friends",,9,"low",1,14,1,6,1
7.746345755325176e+18,"alc, pathways","Multiple-user",0,1,85,58,"high",27,"high","iPad",85,0,0,"C",221,231,19,66,8,"C",1,0,0,1,2,85,0,"very high",3,1,4,3,1,1,2,"Friday   ","Letter Trees: A,a","GAM",62,"very high",13,22,3,9,1
7.748537968153626e+18,"pathways","Single-user",1,0,17,12,"med",4,"medium","iPhone",0,17,0,"C",341,351,17,0,4,"C",1,0,0,1,1,17,0,"medium",0,0,13,3,2,1,6,"Friday   ","Letter Sounds",,11,"med",,,,,1
7.751025807419929e+18,"pathways","Single-user",1,0,20,14,"med",6,"medium","iPhone",0,20,0,"D",331,341,20,0,6,"D",1,0,0,1,1,20,0,"high",0,0,10,4,2,1,3,"Tuesday  ","Make the Letters: A,a",,12,"med",,,,,1
7.755022456331248e+18,"alc, pathways","Multiple-user",0,1,180,128,"very_high",46,"very high","iPad",180,0,0,"D",811,811,133,47,4,"D",1,1,1,4,10,30,1,"high",31,8,14,4,3,1,4,"Saturday ","Chicka Chicka Boom Boom",,47,"very high",3,14,0,2,1
7.760242773880889e+18,"alc, pathways","Single-user",1,0,24,17,"med",7,"medium","iPhone",0,24,0,"E",131,131,3,21,9,"E",1,0,0,1,1,24,9,"high",0,0,10,5,1,1,2,"Tuesday  ","Kit","GAM",20,"med",11,10,4,2,1
7.760460831792076e+18,"pathways","Single-user",1,0,39,33,"med",5,"high","iPad",39,0,0,"D",571,571,39,0,6,"D",1,1,0,2,2,20,0,"high",8,8,14,4,3,1,4,"Monday   ","What's That Sound?",,22,"high",,,,,1
7.762247450805354e+18,"alc, pathways","Single-user",1,0,209,164,"very_high",40,"very high","iPhone",0,209,0,"D",671,681,93,116,5,"D",1,1,1,4,12,42,0,"very high",25,8,14,4,3,1,5,"Sunday   ","What's That Sound?","GAM",57,"very high",11,24,1,10,1
7.765197462136793e+18,"alc, pathways","Multiple-user",0,1,37,5,"low",32,"high","iPad",37,0,0,,,221,1,36,1,"A",1,0,1,3,5,9,0,"medium",30,18,12,1,2,1,2,"Sunday   ","Fix the Robots","GAM",22,"high",18,7,13,2,1
7.76529499151337e+18,"alc","Single-user",1,0,4,3,"low",1,"low","iPad",4,0,0,,,,0,4,4,,1,0,0,1,1,4,0,"low",0,0,9,,,,,"Monday   ","Mary, Quite Contrary","SON",4,"low",2,5,1,2,1
7.766865536573543e+18,"pathways","Multiple-user",0,1,23,19,"med",3,"medium","iPad",23,0,0,"D",411,421,23,0,5,"D",1,0,0,1,1,23,0,"high",0,0,13,4,2,1,4,"Friday   ","Make the Letters: A,a",,17,"med",,,,,0
7.767285336537044e+18,"pathways","Single-user",1,0,19,15,"med",4,"medium","iPad",19,0,0,"D",311,321,19,0,6,"D",1,0,0,2,2,10,0,"medium",29,12,11,4,2,1,4,"Wednesday","Make the Letters: A,a",,11,"med",,,,,1
7.76844248036134e+18,"pathways","Multiple-user",0,1,125,82,"very_high",36,"very high","iPhone",0,125,0,"E",641,641,125,0,4,"E",1,1,0,2,9,42,1,"very high",13,4,11,5,3,1,6,"Saturday ","Let's Draw",,62,"very high",,,,,1
7.769984793261912e+18,"pathways","Multiple-user",0,1,39,29,"med",7,"high","iPhone",0,39,0,"C",521,531,39,0,6,"C",1,0,0,1,2,20,0,"high",6,2,10,3,3,1,5,"Wednesday","What Comes Next?",,24,"high",,,,,0
7.770259728408045e+18,"alc","Multiple-user",0,1,362,266,"very_high",96,"very high","iPad",362,0,0,,,,0,362,4,,1,1,0,2,10,181,16,"very high",10,4,11,,,,,"Sunday   ","Princess Skateboarder","RAS",66,"very high",28,99,4,16,0
7.771697637564318e+18,"pathways","Single-user",1,0,8,5,"low",1,"low","iPhone",0,8,0,"B",241,251,8,0,2,"B",1,0,1,2,2,4,0,"low",19,7,9,2,2,1,3,"Monday   ","Letter Hunt",,6,"low",,,,,1
7.773940351696737e+18,"pathways","Single-user",1,0,53,32,"med",16,"high","iPad",53,0,0,"C",351,381,53,0,4,"C",1,1,1,4,6,13,4,"medium",26,14,10,3,2,1,4,"Sunday   ","Hear the Word",,17,"med",,,,,1
7.783960438729299e+18,"alc, pathways","Multiple-user",0,1,30,25,"med",4,"medium","iPad",30,0,0,"D",481,491,29,1,6,"D",1,0,0,1,1,30,0,"high",0,0,7,4,3,1,5,"Sunday   ","What's That Sound?",,21,"high",1,2,1,2,0
7.787953136303047e+18,"alc, pathways","Single-user",1,0,17,12,"med",4,"medium","iPhone",0,17,0,"C",291,291,14,3,2,"C",1,0,0,1,2,17,4,"medium",1,0,7,3,2,1,4,"Sunday   ","Letter Trees: A,a",,12,"med",2,2,1,1,1
7.793631162944517e+18,"pathways","Single-user",1,0,2,1,"low",0,"low","iPhone",0,2,0,"C",111,121,2,0,4,"C",1,0,0,1,1,2,0,"low",0,0,6,3,1,1,2,"Friday   ","Letter Trees: A,a",,2,"low",,,,,1
